Data from North Dakota Agricultural Weather Network https://ndawn.ndsu.nodak.edu
Sugarbeet Growing Degree Days for planting date May 1 2023 (May 2 2023 to September 15 2023)
Flag Definition Line: M - Missing; E - Estimated
Station Name,Latitude,Longitude,Elevation,Year,Month,Day,Max Temp,Max Temp Flag,Min Temp,Min Temp Flag,Rainfall,Rainfall Flag,Sugarbeet Daily Growing Degree Days,Sugarbeet Daily Growing Degree Days Flag,Sugarbeet Accumulated Growing Degree Days,Sugarbeet Accumulated Growing Degree Days Flag,Sugarbeet Estimated Growth Stage
Alamo,48.54652,-103.47186,2157,2023,05,17,66.182,,43.068,,0.012,,21,,355,,v1.1
Alamo,48.54652,-103.47186,2157,2023,05,18,53.114,,36.459,,0.000,,11,,366,,v1.1
Alamo,48.54652,-103.47186,2157,2023,05,19,67.928,,30.276,,0.000,,17,,383,,v1.2
Alamo,48.54652,-103.47186,2157,2023,05,20,79.664,,46.814,,0.000,,29,,412,,v1.3
Alamo,48.54652,-103.47186,2157,2023,05,21,79.250,,47.642,,0.000,,29,,441,,v1.4
Alamo,48.54652,-103.47186,2157,2023,05,22,83.786,,51.206,,0.000,,33,,474,,v1.5
Alamo,48.54652,-103.47186,2157,2023,05,23,86.054,,53.618,,0.000,,36,,510,,v1.7
Alamo,48.54652,-103.47186,2157,2023,05,24,85.064,,53.222,,0.000,,35,,545,,v1.8
Alamo,48.54652,-103.47186,2157,2023,05,25,81.320,,59.450,,0.031,,36,,581,,v2.0
Alamo,48.54652,-103.47186,2157,2023,05,26,78.008,,59.126,,0.008,,35,,616,,v2.3
Alamo,48.54652,-103.47186,2157,2023,05,27,83.894,,57.038,,0.173,,36,,652,,v2.5
Alamo,48.54652,-103.47186,2157,2023,05,28,78.494,,54.626,,0.146,,33,,685,,v2.8
Alamo,48.54652,-103.47186,2157,2023,05,29,76.946,,56.426,,0.272,,33,,718,,v3.0
Alamo,48.54652,-103.47186,2157,2023,05,30,81.212,,52.538,,0.004,,33,,751,,v3.3
Alamo,48.54652,-103.47186,2157,2023,05,31,84.830,,54.302,,0.000,,36,,787,,v3.7
Alamo,48.54652,-103.47186,2157,2023,06,01,86.486,,57.074,,0.000,,38,,825,,v4.0
Alamo,48.54652,-103.47186,2157,2023,06,02,83.984,,62.582,,0.012,,39,,864,,v4.4
Alamo,48.54652,-103.47186,2157,2023,06,03,87.548,,62.402,,0.000,,40,,904,,v4.9
Alamo,48.54652,-103.47186,2157,2023,06,04,89.204,,60.494,,0.091,,39,,943,,v5.4
Alamo,48.54652,-103.47186,2157,2023,06,05,89.492,,62.258,,0.000,,40,,983,,v5.9
Alamo,48.54652,-103.47186,2157,2023,06,06,91.004,,61.034,,0.000,,40,,1023,,v6.4
Alamo,48.54652,-103.47186,2157,2023,06,07,93.686,,61.178,,0.000,,40,,1063,,v7.0
Alamo,48.54652,-103.47186,2157,2023,06,08,85.694,,64.400,,0.000,,41,,1104,,v7.6
Alamo,48.54652,-103.47186,2157,2023,06,09,82.364,,60.098,,0.004,,37,,1141,,v8.1
Alamo,48.54652,-103.47186,2157,2023,06,10,73.256,,48.722,,0.000,,27,,1168,,v8.6
Alamo,48.54652,-103.47186,2157,2023,06,11,78.440,,42.798,,0.000,,27,,1195,,v9.0
Alamo,48.54652,-103.47186,2157,2023,06,12,80.384,,47.066,,0.000,,30,,1225,,v9.5
Alamo,48.54652,-103.47186,2157,2023,06,13,86.054,,48.956,,0.000,,33,,1258,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,06,14,86.558,,55.436,,0.000,,37,,1295,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,06,15,76.334,,52.952,,0.008,,31,,1326,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,06,16,73.364,,45.311,,0.000,,25,,1351,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,06,17,81.104,,47.768,,0.051,,30,,1381,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,06,18,85.226,,49.892,,0.004,,34,,1415,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,06,19,73.814,,53.546,,0.067,,30,,1445,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,06,20,76.604,,55.184,,0.783,,32,,1477,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,06,21,71.852,,51.710,,0.138,,28,,1505,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,06,22,72.068,,51.998,,0.067,,28,,1533,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,06,23,73.202,,52.232,,0.000,,29,,1562,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,06,24,72.518,,53.312,,0.000,,29,,1591,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,06,25,78.314,,51.944,,0.028,,31,,1622,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,06,26,84.272,,51.710,,0.016,,34,,1656,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,06,27,81.482,,53.654,,0.000,,34,,1690,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,06,28,80.906,,56.354,,0.000,,35,,1725,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,06,29,78.476,,53.150,,0.000,,32,,1757,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,06,30,85.946,,55.490,,0.000,,37,,1794,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,07,01,91.112,,62.384,,0.000,,40,,1834,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,07,02,82.832,,57.254,,0.000,,36,,1870,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,07,03,71.582,,52.646,,0.039,,28,,1898,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,07,04,59.810,,42.958,,0.000,,17,,1915,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,07,05,72.590,,39.198,,0.008,,22,,1937,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,07,06,82.382,,49.460,,0.000,,32,,1969,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,07,07,75.380,,51.890,,0.000,,30,,1999,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,07,08,81.770,,48.524,,0.646,,31,,2030,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,07,09,86.918,,54.554,,0.000,,36,,2066,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,07,10,73.544,,51.890,,0.000,,29,,2095,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,07,11,60.242,,51.548,,0.323,,22,,2117,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,07,12,71.744,,52.502,,0.051,,28,,2145,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,07,13,79.034,,52.412,,0.004,,32,,2177,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,07,14,75.416,,51.494,,0.000,,29,,2206,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,07,15,70.520,,45.714,,0.000,,24,,2230,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,07,16,70.016,,48.974,,0.000,,25,,2255,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,07,17,75.182,,43.405,,0.000,,25,,2280,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,07,18,82.112,,53.888,,0.004,,34,,2314,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,07,19,72.014,,51.512,,0.000,,28,,2342,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,07,20,78.062,,47.588,,0.000,,29,,2371,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,07,21,84.128,,50.954,,0.000,,34,,2405,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,07,22,85.424,,52.196,,0.000,,35,,2440,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,07,23,89.204,,61.358,,0.079,,40,,2480,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,07,24,100.094,,61.178,,0.000,,40,,2520,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,07,25,96.152,,64.760,,0.000,,41,,2561,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,07,26,89.204,,55.130,,0.000,,37,,2598,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,07,27,87.872,,48.650,,0.000,,33,,2631,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,07,28,76.514,,56.678,,0.000,,33,,2664,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,07,29,76.766,,55.922,,0.516,,32,,2696,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,07,30,80.924,,60.656,,0.228,,37,,2733,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,07,31,85.928,,61.520,,0.417,,40,,2773,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,08,01,85.658,,60.782,,0.079,,39,,2812,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,08,02,87.656,,57.128,,0.000,,38,,2850,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,08,03,87.278,,63.356,,0.000,,41,,2891,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,08,04,72.302,,59.414,,0.354,,32,,2923,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,08,05,79.196,,56.354,,0.004,,34,,2957,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,08,06,74.642,,51.368,,0.000,,29,,2986,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,08,07,79.970,,48.794,,0.000,,30,,3016,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,08,08,80.924,,56.246,,0.142,,35,,3051,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,08,09,72.752,,53.798,,0.004,,29,,3080,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,08,10,81.572,,55.022,,0.319,,34,,3114,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,08,11,79.160,,51.692,,0.004,,31,,3145,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,08,12,76.874,,45.849,,0.161,,27,,3172,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,08,13,72.068,,52.304,,0.169,,28,,3200,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,08,14,84.956,,47.390,,0.004,,32,,3232,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,08,15,93.632,,54.302,,0.000,,36,,3268,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,08,16,76.676,,49.874,,0.000,,29,,3297,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,08,17,83.480,,43.014,,0.000,,29,,3326,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,08,18,91.094,,57.632,,0.000,,38,,3364,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,08,19,73.094,,51.656,,0.000,,28,,3392,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,08,20,63.896,,53.456,,0.201,,25,,3417,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,08,21,66.974,,52.754,,0.083,,26,,3443,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,08,22,86.702,,59.198,,0.000,,39,,3482,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,08,23,88.646,,63.806,,0.083,,41,,3523,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,08,24,82.724,,51.602,,0.008,,33,,3556,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,08,25,74.156,,45.113,,0.000,,26,,3582,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,08,26,81.212,,47.678,,0.004,,30,,3612,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,08,27,87.044,,54.428,,0.000,,36,,3648,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,08,28,84.038,,48.812,,0.000,,32,,3680,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,08,29,87.044,,51.206,,0.000,,35,,3715,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,08,30,86.234,,58.946,,0.197,,38,,3753,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,08,31,75.218,,52.556,,0.000,,30,,3783,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,09,01,87.584,,54.752,,0.000,,36,,3819,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,09,02,96.944,,53.240,,0.000,,36,,3855,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,09,03,90.320,,48.560,,0.000,,33,,3888,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,09,04,80.546,,56.336,,0.118,,34,,3922,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,09,05,64.904,,41.106,,0.000,,19,,3941,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,09,06,78.350,,38.671,,0.000,,25,,3966,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,09,07,83.696,,54.446,,0.000,,35,,4001,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,09,08,74.696,,39.751,,0.000,,23,,4024,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,09,09,71.762,,52.430,,0.051,,28,,4052,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,09,10,70.358,,45.361,,0.000,,24,,4076,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,09,11,75.254,,43.088,,0.000,,25,,4101,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,09,12,73.904,,47.372,,0.000,,27,,4128,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,09,13,74.696,,50.558,,0.000,,29,,4157,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,09,14,73.706,,46.366,,0.000,,26,,4183,,> v10.0
Alamo,48.54652,-103.47186,2157,2023,09,15,69.602,,39.263,,0.000,,20,,4203,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,05,01,63.392,,25.425,,0.000,,,,,,Pltg. Date
Alexander,47.75056,-103.73358,2202,2023,05,02,73.400,,29.997,,0.000,,20,,20,,< v1.0
Alexander,47.75056,-103.73358,2202,2023,05,03,79.880,,33.026,,0.000,,23,,43,,< v1.0
Alexander,47.75056,-103.73358,2202,2023,05,04,78.638,,37.931,,0.000,,24,,67,,< v1.0
Alexander,47.75056,-103.73358,2202,2023,05,05,70.736,,39.427,,0.000,,21,,88,,< v1.0
Alexander,47.75056,-103.73358,2202,2023,05,06,63.392,,44.258,,0.000,,20,,108,,< v1.0
Alexander,47.75056,-103.73358,2202,2023,05,07,63.788,,39.047,,0.000,,17,,125,,< v1.0
Alexander,47.75056,-103.73358,2202,2023,05,08,66.686,,35.850,,0.000,,17,,142,,< v1.0
Alexander,47.75056,-103.73358,2202,2023,05,09,72.284,,37.679,,0.000,,21,,163,,< v1.0
Alexander,47.75056,-103.73358,2202,2023,05,10,74.966,,50.000,,0.220,,28,,191,,< v1.0
Alexander,47.75056,-103.73358,2202,2023,05,11,69.710,,52.880,,0.520,,27,,218,,< v1.0
Alexander,47.75056,-103.73358,2202,2023,05,12,56.606,,51.386,,0.670,,20,,238,,v1.0
Alexander,47.75056,-103.73358,2202,2023,05,13,52.826,,49.100,,0.390,,17,,255,,v1.0
Alexander,47.75056,-103.73358,2202,2023,05,14,71.942,,43.111,,0.000,,24,,279,,v1.0
Alexander,47.75056,-103.73358,2202,2023,05,15,75.434,,45.567,,0.000,,27,,306,,v1.0
Alexander,47.75056,-103.73358,2202,2023,05,16,78.566,,46.400,,0.000,,28,,334,,v1.1
Alexander,47.75056,-103.73358,2202,2023,05,17,65.480,,47.066,,0.170,,22,,356,,v1.1
Alexander,47.75056,-103.73358,2202,2023,05,18,53.042,,38.511,,0.000,,12,,368,,v1.2
Alexander,47.75056,-103.73358,2202,2023,05,19,66.974,,30.645,,0.000,,16,,384,,v1.2
Alexander,47.75056,-103.73358,2202,2023,05,20,78.332,,44.661,,0.000,,27,,411,,v1.3
Alexander,47.75056,-103.73358,2202,2023,05,21,77.864,,46.994,,0.000,,28,,439,,v1.4
Alexander,47.75056,-103.73358,2202,2023,05,22,83.516,,51.242,,0.000,,33,,472,,v1.5
Alexander,47.75056,-103.73358,2202,2023,05,23,85.226,,53.240,,0.000,,35,,507,,v1.6
Alexander,47.75056,-103.73358,2202,2023,05,24,87.206,,58.784,,0.000,,38,,545,,v1.8
Alexander,47.75056,-103.73358,2202,2023,05,25,81.734,,55.328,,0.590,,35,,580,,v2.0
Alexander,47.75056,-103.73358,2202,2023,05,26,77.414,,56.840,,0.000,,33,,613,,v2.2
Alexander,47.75056,-103.73358,2202,2023,05,27,82.058,,59.108,,0.860,,37,,650,,v2.5
Alexander,47.75056,-103.73358,2202,2023,05,28,75.164,,53.726,,0.030,,30,,680,,v2.7
Alexander,47.75056,-103.73358,2202,2023,05,29,76.010,,54.482,,0.000,,31,,711,,v3.0
Alexander,47.75056,-103.73358,2202,2023,05,30,80.150,,54.374,,0.000,,33,,744,,v3.3
Alexander,47.75056,-103.73358,2202,2023,05,31,81.878,,57.938,,0.000,,36,,780,,v3.6
Alexander,47.75056,-103.73358,2202,2023,06,01,85.028,,58.946,,0.000,,38,,818,,v4.0
Alexander,47.75056,-103.73358,2202,2023,06,02,81.806,,62.186,,0.000,,38,,856,,v4.4
Alexander,47.75056,-103.73358,2202,2023,06,03,86.018,,61.988,,0.000,,40,,896,,v4.8
Alexander,47.75056,-103.73358,2202,2023,06,04,87.422,,60.386,,0.000,,39,,935,,v5.3
Alexander,47.75056,-103.73358,2202,2023,06,05,87.836,,62.888,,0.000,,40,,975,,v5.8
Alexander,47.75056,-103.73358,2202,2023,06,06,89.456,,60.116,,0.000,,39,,1014,,v6.3
Alexander,47.75056,-103.73358,2202,2023,06,07,91.706,,58.190,,0.000,,38,,1052,,v6.8
Alexander,47.75056,-103.73358,2202,2023,06,08,86.792,,60.296,,0.380,,39,,1091,,v7.4
Alexander,47.75056,-103.73358,2202,2023,06,09,81.536,,61.016,,0.000,,37,,1128,,v7.9
Alexander,47.75056,-103.73358,2202,2023,06,10,72.842,,52.718,,0.000,,29,,1157,,v8.4
Alexander,47.75056,-103.73358,2202,2023,06,11,76.460,,42.627,,0.000,,26,,1183,,v8.8
Alexander,47.75056,-103.73358,2202,2023,06,12,79.538,,46.922,,0.000,,29,,1212,,v9.3
Alexander,47.75056,-103.73358,2202,2023,06,13,83.876,,46.994,,0.000,,31,,1243,,v9.8
Alexander,47.75056,-103.73358,2202,2023,06,14,86.234,,55.850,,0.000,,37,,1280,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,06,15,75.974,,58.226,,0.010,,33,,1313,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,06,16,73.346,,50.666,,0.000,,28,,1341,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,06,17,80.132,,51.944,,0.000,,32,,1373,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,06,18,85.640,,51.332,,0.080,,34,,1407,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,06,19,79.844,,53.312,,0.190,,33,,1440,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,06,20,77.792,,55.508,,0.090,,33,,1473,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,06,21,67.658,,52.322,,0.180,,26,,1499,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,06,22,72.464,,49.478,,0.290,,27,,1526,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,06,23,68.054,,54.122,,0.000,,27,,1553,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,06,24,70.934,,55.508,,0.000,,29,,1582,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,06,25,80.708,,51.530,,0.000,,32,,1614,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,06,26,84.326,,50.972,,0.000,,34,,1648,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,06,27,83.498,,54.194,,0.000,,35,,1683,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,06,28,84.038,,56.066,,0.000,,36,,1719,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,06,29,84.254,,52.970,,0.000,,35,,1754,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,06,30,90.662,,57.056,,0.190,,38,,1792,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,07,01,93.002,,58.244,,0.000,,38,,1830,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,07,02,85.784,,59.108,,0.000,,38,,1868,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,07,03,69.584,,54.770,,0.180,,28,,1896,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,07,04,60.890,,45.410,,0.000,,19,,1915,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,07,05,74.732,,38.304,,0.000,,23,,1938,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,07,06,83.426,,53.294,,0.000,,34,,1972,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,07,07,76.694,,50.270,,0.000,,29,,2001,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,07,08,84.434,,47.246,,0.140,,32,,2033,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,07,09,90.914,,55.598,,0.000,,37,,2070,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,07,10,79.502,,53.852,,0.000,,33,,2103,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,07,11,64.922,,51.566,,0.660,,24,,2127,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,07,12,75.776,,50.126,,0.000,,29,,2156,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,07,13,81.284,,54.824,,0.100,,34,,2190,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,07,14,77.198,,57.794,,0.010,,33,,2223,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,07,15,73.418,,49.604,,0.000,,28,,2251,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,07,16,73.544,,51.422,,0.000,,28,,2279,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,07,17,77.774,,46.164,,0.000,,28,,2307,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,07,18,83.678,,56.984,,0.000,,36,,2343,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,07,19,75.092,,51.332,,0.000,,29,,2372,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,07,20,80.942,,47.156,,0.000,,30,,2402,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,07,21,88.466,,51.818,,0.000,,35,,2437,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,07,22,89.780,,56.588,,0.040,,37,,2474,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,07,23,95.576,,64.796,,0.000,,41,,2515,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,07,24,101.858,,59.450,,0.000,,39,,2554,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,07,25,97.394,,66.740,,0.000,,42,,2596,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,07,26,92.912,,62.798,,0.000,,40,,2636,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,07,27,88.916,,61.574,,0.090,,40,,2676,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,07,28,82.526,,58.208,,0.000,,36,,2712,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,07,29,83.624,,59.144,,0.000,,37,,2749,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,07,30,88.430,,59.126,,0.020,,39,,2788,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,07,31,91.526,,62.186,,0.070,,40,,2828,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,08,01,92.264,,61.916,,0.490,,40,,2868,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,08,02,88.430,,60.764,,0.000,,39,,2907,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,08,03,88.862,,65.210,,0.000,,42,,2949,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,08,04,70.502,,63.878,,0.500,,33,,2982,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,08,05,81.572,,60.098,,0.000,,37,,3019,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,08,06,78.584,,51.746,,0.000,,31,,3050,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,08,07,82.328,,51.080,,0.000,,33,,3083,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,08,08,84.308,,57.074,,0.020,,37,,3120,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,08,09,79.520,,56.498,,0.000,,34,,3154,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,08,10,84.704,,58.550,,0.000,,38,,3192,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,08,11,82.598,,54.446,,0.000,,35,,3227,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,08,12,80.870,,49.280,,0.110,,31,,3258,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,08,13,73.292,,55.004,,0.460,,30,,3288,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,08,14,84.650,,50.972,,0.000,,34,,3322,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,08,15,94.676,,52.808,,0.000,,35,,3357,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,08,16,79.610,,55.616,,0.000,,34,,3391,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,08,17,86.072,,45.748,,0.000,,32,,3423,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,08,18,99.212,,58.550,,0.000,,38,,3461,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,08,19,74.642,,56.660,,0.000,,32,,3493,,> v10.0
Alexander,47.75056,-103.73358,2202,2023,08,20,58.568,,54.356,,0.400,,22,,3515,,> v10.0
